root_category,found_in_category,pageid,title,url,categories,matched_keyword,latitude,longitude,date
Category:Indian books by century,Category:16th-century Indian books,11443476,Ain-i-Akbari,https://en.wikipedia.org/?curid=11443476,Category:16th-century Indian books | Category:16th-century Persian books | Category:16th-century illuminated manuscripts | Category:Akbar | Category:Books about the Mughal Empire | Category:Indian chronicles | Category:Indian manuscripts | Category:Islamic illuminated manuscripts | Category:Mughal art | Category:Mughal literature | Category:Works by Syed Ahmed Khan,Indian,21.872205,79.179059,1500
Category:Indian books by century,Category:16th-century Indian books,2200804,Akbarnama,https://en.wikipedia.org/?curid=2200804,Category:1590s books | Category:16th-century Indian books | Category:16th-century Persian books | Category:16th-century illuminated manuscripts | Category:Akbar | Category:Asian objects in the Victoria and Albert Museum | Category:Books about the Mughal Empire | Category:Indian artefacts held abroad | Category:Indian biographies | Category:Indian chronicles | Category:Indian manuscripts | Category:Islamic illuminated manuscripts | Category:Mughal art | Category:Mughal royal books,Indian,21.872205,79.179059,1590
Category:Indian books by century,Category:16th-century Indian books,8555215,Allopanishad,https://en.wikipedia.org/?curid=8555215,Category:16th-century Indian books | Category:16th-century Sanskrit literature | Category:Akbar | Category:Books about the Upanishads | Category:Hinduism and Islam | Category:Indian literature | Category:Mughal literature | Category:Religious syncretism in Asia,Indian,21.872205,79.179059,1500
Category:Indian books by century,Category:16th-century Indian books,40753780,Araṇya-Kāṇḍa,https://en.wikipedia.org/?curid=40753780,Category:16th-century Indian books | Category:16th-century poems | Category:Epic poems | Category:Hindi-language literature | Category:Hindu texts | Category:Ramayana | Category:Works based on the Ramayana,Indian,21.872205,79.179059,1500
Category:Indian books by century,Category:16th-century Indian books,2195053,Baburnama,https://en.wikipedia.org/?curid=2195053,Category:16th-century Indian books | Category:16th-century illuminated manuscripts | Category:Books about the Mughal Empire | Category:Chagatai Turkic literature | Category:Indian autobiographies | Category:Indian chronicles | Category:Indian manuscripts | Category:Islamic illuminated manuscripts | Category:Medieval Indian literature | Category:Mughal art | Category:Mughal royal books | Category:Political autobiographies,Indian,21.872205,79.179059,1500
Category:Indian books by century,Category:16th-century Indian books,3382322,Chaitanya Bhagavata,https://en.wikipedia.org/?curid=3382322,Category:16th-century Indian books | Category:16th-century books | Category:Bengali-language literature | Category:Chaitanya Mahaprabhu | Category:Hindu texts | Category:Vaishnavism,Indian,21.872205,79.179059,1500
Category:Indian books by century,Category:16th-century Indian books,2179505,Chaitanya Charitamrita,https://en.wikipedia.org/?curid=2179505,Category:16th-century Indian books | Category:Bengali-language literature | Category:Books of Hindu biography | Category:Chaitanya Mahaprabhu | Category:Gaudiya Vaishnavism,Indian,21.872205,79.179059,1500
Category:Indian books by century,Category:16th-century Indian books,23571345,Chaitanya Mangala,https://en.wikipedia.org/?curid=23571345,Category:16th-century Indian books | Category:Bengali-language literature | Category:Chaitanya Mahaprabhu | Category:Hinduism stubs | Category:Religious studies book stubs,Indian,21.872205,79.179059,1500
Category:Indian books by century,Category:16th-century Indian books,8228639,Dalpat Vilas,https://en.wikipedia.org/?curid=8228639,Category:16th-century Indian books | Category:Dingal language texts | Category:Historiography of India | Category:Kingdom of Marwar | Category:Manuscripts,India,21.872205,79.179059,1500
Category:Indian books by century,Category:16th-century Indian books,6852809,Dasatir-i-Asmani,https://en.wikipedia.org/?curid=6852809,Category:16th-century Indian books | Category:17th-century Indian books | Category:Indian religious texts | Category:Parsi culture | Category:Zoroastrian mysticism | Category:Zoroastrian texts,Indian,21.872205,79.179059,1500
Category:Indian books by century,Category:16th-century Indian books,490136,Hamzanama,https://en.wikipedia.org/?curid=490136,Category:16th-century Indian books | Category:16th-century books | Category:16th-century paintings | Category:Asian objects in the Victoria and Albert Museum | Category:Epic poems in Persian | Category:Indian artefacts held abroad | Category:Indian manuscripts | Category:Indian painting | Category:Islamic illuminated manuscripts | Category:Mughal art | Category:Oral tradition | Category:Urdu-language novels,Indian,21.872205,79.179059,1500
Category:Indian books by century,Category:16th-century Indian books,16917906,Madhumalati,https://en.wikipedia.org/?curid=16917906,Category:1545 books | Category:16th-century Indian books | Category:16th-century poems | Category:Awadhi literature | Category:Hindi poetry | Category:Indian poems | Category:Love poems | Category:Sufi literature | Category:Sufism stubs,Indian,21.872205,79.179059,1545
Category:Indian books by century,Category:16th-century Indian books,53510955,Muntakhab-ut-Tawarikh,https://en.wikipedia.org/?curid=53510955,Category:1595 books | Category:16th-century Indian books | Category:1865 non-fiction books | Category:19th-century Indian books | Category:Books about the Mughal Empire | Category:Historiography of India | Category:History books about India | Category:Indian chronicles,India,21.872205,79.179059,1595
Category:Indian books by century,Category:16th-century Indian books,56909576,Ni'matnāmah Naṣir al-Dīn Shāhī,https://en.wikipedia.org/?curid=56909576,Category:16th-century Indian books | Category:16th-century Persian books | Category:Cookbooks of the medieval Islamic world | Category:History of Malwa | Category:Indian artefacts held abroad | Category:Persian art,Indian,21.872205,79.179059,1500
Category:Indian books by century,Category:16th-century Indian books,37808495,Prashna Tantra,https://en.wikipedia.org/?curid=37808495,Category:13th-century Sanskrit literature | Category:1580 books | Category:16th-century Indian books | Category:Astrology stubs | Category:Hindu astrological texts,Indian,21.872205,79.179059,1580
Category:Indian books by century,Category:16th-century Indian books,1690469,Ramcharitmanas,https://en.wikipedia.org/?curid=1690469,Category:16th-century Indian books | Category:16th-century poems | Category:Epic poems in Hindi | Category:Hindu texts | Category:Indian poems | Category:Works based on the Ramayana,Indian,21.872205,79.179059,1500
Category:Indian books by century,Category:16th-century Indian books,70193758,Tarikh-i-Dawudi,https://en.wikipedia.org/?curid=70193758,Category:16th-century Indian books | Category:16th-century Persian books | Category:Indian chronicles | Category:Indian history book stubs | Category:Indian manuscripts,Indian,21.872205,79.179059,1500
Category:Indian books by century,Category:16th-century Indian books,11848528,Tarikh-i-Sher Shahi,https://en.wikipedia.org/?curid=11848528,Category:1580 books | Category:16th-century Indian books | Category:16th-century manuscripts | Category:Historiography of India | Category:History books about India | Category:Indian chronicles | Category:Indian documents | Category:Indian history book stubs | Category:Indian manuscripts | Category:Mughal literature | Category:Sur Empire,India,21.872205,79.179059,1580
Category:Indian books by century,Category:16th-century Indian books,78662881,Tazkirat-ul-Waqiat,https://en.wikipedia.org/?curid=78662881,Category:1586 books | Category:16th-century Indian books | Category:16th-century Persian books | Category:Books about the Mughal Empire | Category:Indian biographies | Category:Mughal royal books,Indian,21.872205,79.179059,1586
Category:Indian books by century,Category:16th-century Indian books,10375475,Tuhfat Ul Mujahideen,https://en.wikipedia.org/?curid=10375475,Category:16th-century Arabic-language books | Category:16th-century Indian books | Category:Books about India | Category:Historiography of India | Category:History of Kerala | Category:Indian chronicles,India,21.872205,79.179059,1500
Category:Indian books by century,Category:16th-century Indian books,5866733,Tutinama,https://en.wikipedia.org/?curid=5866733,Category:14th-century Persian books | Category:16th-century Indian books | Category:16th-century illuminated manuscripts | Category:British Library oriental manuscripts | Category:Collection of the Cleveland Museum of Art | Category:Collections of fairy tales | Category:Erotic literature | Category:Erotic short story collections | Category:Fantasy anthologies | Category:Indian artefacts held abroad | Category:Indian fairy tales | Category:Indian folklore | Category:Indian legends | Category:Indian literature | Category:Indian manuscripts | Category:Indian short story collections | Category:Islamic illuminated manuscripts | Category:Mughal art | Category:Persian-language literature | Category:Sexuality in India,India,21.872205,79.179059,1500
Category:Indian books by century,Category:17th-century Indian books,63401448,91 Kalami Bakhar,https://en.wikipedia.org/?curid=63401448,Category:17th-century Indian books | Category:18th-century Indian books | Category:Bakhars | Category:Biographies of Shivaji,Indian,21.872205,79.179059,1600
Category:Indian books by century,Category:17th-century Indian books,46356031,Bahar-i Danish,https://en.wikipedia.org/?curid=46356031,Category:1651 books | Category:1651 in India | Category:17th century in Delhi | Category:17th-century Indian books | Category:17th-century Persian books | Category:18th-century illuminated manuscripts | Category:Indian folklore | Category:Indian legends | Category:Indian literature | Category:Indian romantic fiction | Category:Indian short story collections | Category:Islamic illuminated manuscripts,Danish,56.324314,9.460777,1651
Category:Indian books by century,Category:17th-century Indian books,6584235,Baharistan-i-Ghaibi,https://en.wikipedia.org/?curid=6584235,Category:1630s books | Category:17th-century Indian books | Category:17th-century Persian books | Category:Bengal Subah | Category:Books about the Mughal Empire,Indian,21.872205,79.179059,1630
Category:Indian books by century,Category:17th-century Indian books,54067002,Baharistan-i-shahi,https://en.wikipedia.org/?curid=54067002,Category:1610s books | Category:17th-century Indian books | Category:17th-century Persian books | Category:History books about India | Category:History of Kashmir | Category:Kashmiri literature | Category:Pakistani literature,India,21.872205,79.179059,1610
Category:Indian books by century,Category:17th-century Indian books,59828230,Bahr al-Hayat,https://en.wikipedia.org/?curid=59828230,Category:1602 books | Category:17th-century Indian books | Category:17th-century Persian books | Category:Hatha yoga texts | Category:Indian religious texts,Indian,21.872205,79.179059,1602
Category:Indian books by century,Category:17th-century Indian books,69816496,Burhan-i Qati,https://en.wikipedia.org/?curid=69816496,Category:17th-century Indian books | Category:17th-century Persian books | Category:Persian dictionaries,Indian,21.872205,79.179059,1600
Category:Indian books by century,Category:17th-century Indian books,3888089,Dabestan-e Mazaheb,https://en.wikipedia.org/?curid=3888089,Category:1658 in religion | Category:1658 non-fiction books | Category:17th-century Indian books | Category:17th-century Persian books | Category:History of religion in India | Category:History of religion in Pakistan | Category:Indian religious texts | Category:Persian-language literature | Category:Religious studies books,India,21.872205,79.179059,1658
Category:Indian books by century,Category:17th-century Indian books,3809253,Dasbodh,https://en.wikipedia.org/?curid=3809253,Category:1654 in India | Category:1654 in religion | Category:1654 poetry books | Category:17th-century Hinduism | Category:17th-century Indian books | Category:Advait Mat | Category:Advaita | Category:Books about spirituality | Category:Dialogues | Category:Hindu texts | Category:Inchegeri Sampradaya | Category:Marathi-language literature | Category:Works by Samarth Ramdas,India,21.872205,79.179059,1654
Category:Indian books by century,Category:17th-century Indian books,22676129,Dhola Maru,https://en.wikipedia.org/?curid=22676129,Category:1617 books | Category:17th-century Indian books | Category:Indian folklore | Category:Indian literature | Category:Love stories | Category:Rajasthani folklore | Category:Rajasthani literature,Indian,21.872205,79.179059,1617
Category:Indian books by century,Category:17th-century Indian books,69643904,Farhang-i Jahangiri,https://en.wikipedia.org/?curid=69643904,Category:17th-century Indian books | Category:17th-century Persian books | Category:Mughal literature | Category:Persian dictionaries,Indian,21.872205,79.179059,1600
Category:Indian books by century,Category:17th-century Indian books,78071884,Farhang-i Rashidi,https://en.wikipedia.org/?curid=78071884,Category:17th-century Indian books | Category:17th-century Persian books | Category:Persian dictionaries,Indian,21.872205,79.179059,1600
Category:Indian books by century,Category:17th-century Indian books,3086827,Fatawa 'Alamgiri,https://en.wikipedia.org/?curid=3086827,Category:17th-century Indian books | Category:Books about Islamic jurisprudence | Category:Hanafi fiqh literature | Category:Historiography of India | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Legal codes | Category:Legal history of India | Category:Legal history of Pakistan | Category:Mughal royal books | Category:Sharia in India | Category:Sunni literature,India,21.872205,79.179059,1600
Category:Indian books by century,Category:17th-century Indian books,36045353,Gandhavaṃsa,https://en.wikipedia.org/?curid=36045353,Category:17th-century Indian books | Category:Buddhist text stubs | Category:Pali Buddhist texts,Indian,21.872205,79.179059,1600
Category:Indian books by century,Category:17th-century Indian books,37686924,Jatakalankara,https://en.wikipedia.org/?curid=37686924,Category:1613 books | Category:17th-century Indian books | Category:17th-century Sanskrit literature | Category:Astrology stubs | Category:Hindu astrological texts,Indian,21.872205,79.179059,1613
Category:Indian books by century,Category:17th-century Indian books,8242238,Madarij an-Nabuwwat,https://en.wikipedia.org/?curid=8242238,Category:17th-century Indian books | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic studies book stubs | Category:Sunni literature,Indian,21.872205,79.179059,1600
Category:Indian books by century,Category:17th-century Indian books,52324347,Majma-ul-Bahrain,https://en.wikipedia.org/?curid=52324347,Category:1650s in India | Category:17th-century Indian books | Category:17th-century Persian books | Category:Culture of India | Category:Hinduism and Islam | Category:Indian literature | Category:Indian religious texts | Category:Medieval literature | Category:Mughal literature | Category:Persian-language literature | Category:Religious pluralism | Category:Religious syncretism in Asia | Category:Sufi literature | Category:Universalism | Category:Works of Dara Shikoh,Bahrain,26.0667,50.5577,1650
Category:Indian books by century,Category:17th-century Indian books,68714001,PhulBan,https://en.wikipedia.org/?curid=68714001,Category:17th-century Indian books | Category:Indian manuscripts,Indian,21.872205,79.179059,1600
Category:Indian books by century,Category:17th-century Indian books,43042278,Prabhu Linga Leelai,https://en.wikipedia.org/?curid=43042278,Category:17th-century Indian books | Category:Shaiva texts | Category:Tamil philosophy | Category:Tamil-language literature,Indian,21.872205,79.179059,1600
Category:Indian books by century,Category:17th-century Indian books,37766742,Prasna Marga,https://en.wikipedia.org/?curid=37766742,Category:1649 in India | Category:1649 non-fiction books | Category:17th-century Indian books | Category:17th-century Sanskrit literature | Category:Astrology stubs | Category:Brahmin culture | Category:Hindu astrological texts | Category:Thalassery,India,21.872205,79.179059,1649
Category:Indian books by century,Category:17th-century Indian books,63357604,Sabhasad Bakhar,https://en.wikipedia.org/?curid=63357604,Category:1697 non-fiction books | Category:17th-century Indian books | Category:Bakhars | Category:Biographies of Shivaji | Category:Royalty book stubs,Indian,21.872205,79.179059,1697
Category:Indian books by century,Category:17th-century Indian books,65718557,Sirr-i-Akbar,https://en.wikipedia.org/?curid=65718557,Category:1657 in India | Category:17th-century Indian books | Category:17th-century Persian books | Category:Akbar | Category:Books about the Upanishads | Category:Culture of India | Category:Early modern literature | Category:Hinduism and Islam | Category:Indian literature | Category:Indian religious texts | Category:Mughal literature | Category:Persian literature | Category:Persian-language literature | Category:Religious pluralism | Category:Religious syncretism in Asia | Category:Sufi literature | Category:Universalism | Category:Works of Dara Shikoh,India,21.872205,79.179059,1600
Category:Indian books by century,Category:17th-century Indian books,54066935,Tohfatu'l-Ahbab,https://en.wikipedia.org/?curid=54066935,Category:1642 books | Category:17th-century Indian books | Category:17th-century Persian books | Category:History books about India | Category:History of Gilgit-Baltistan | Category:History of Kashmir | Category:Indian history book stubs | Category:Kashmiri literature | Category:Pakistani literature,India,21.872205,79.179059,1642
Category:Indian books by century,Category:17th-century Indian books,3752345,Tuzk-e-Jahangiri,https://en.wikipedia.org/?curid=3752345,Category:17th-century Indian books | Category:17th-century Persian books | Category:17th-century illuminated manuscripts | Category:Books about the Mughal Empire | Category:Indian autobiographies | Category:Indian chronicles | Category:Indian manuscripts | Category:Islamic illuminated manuscripts | Category:Mughal art | Category:Mughal royal books | Category:Persian-language literature,Indian,21.872205,79.179059,1600
Category:Indian books by century,Category:17th-century Indian books,43025302,Yesu Matha Niragaranam,https://en.wikipedia.org/?curid=43025302,Category:17th-century Indian books | Category:Hindu texts | Category:Hymns | Category:Shaivism | Category:Tamil philosophy | Category:Tamil-language literature,Indian,21.872205,79.179059,1600
Category:Indian books by century,Category:18th-century Indian books,81370494,Al-Fawz al-Kabir,https://en.wikipedia.org/?curid=81370494,Category:18th-century Arabic-language books | Category:18th-century Indian books | Category:Books by Shah Waliullah Dehlawi | Category:Hanafi tafsir literature | Category:Indian non-fiction books | Category:Sunni tafsir | Category:Tafsir works,Indian,21.872205,79.179059,1700
Category:Indian books by century,Category:18th-century Indian books,25067216,Bhaktalilamrita,https://en.wikipedia.org/?curid=25067216,Category:18th-century Indian books | Category:Hinduism stubs | Category:Marathi-language literature,Indian,21.872205,79.179059,1700
Category:Indian books by century,Category:18th-century Indian books,16461958,Fathul Mujahidin,https://en.wikipedia.org/?curid=16461958,Category:18th-century Indian books | Category:Artillery of India | Category:Early rocketry | Category:Kingdom of Mysore | Category:Military handbooks and manuals | Category:Rocket artillery,India,21.872205,79.179059,1700
Category:Indian books by century,Category:18th-century Indian books,71875309,Hammira Raso,https://en.wikipedia.org/?curid=71875309,Category:18th-century Indian books | Category:19th-century Indian books | Category:Hindi poetry | Category:Works about monarchs,Indian,21.872205,79.179059,1700
Category:Indian books by century,Category:18th-century Indian books,81372889,Hujjat Allah al-Baligha,https://en.wikipedia.org/?curid=81372889,Category:18th-century Indian books | Category:Arabic-language books | Category:Ash'ari literature | Category:Books about Islam | Category:Books by Shah Waliullah Dehlawi | Category:Hanafi theological literature | Category:Indian non-fiction books | Category:Mystical books | Category:Philosophy of religion,Indian,21.872205,79.179059,1700
Category:Indian books by century,Category:18th-century Indian books,43616243,Jaya Chandrika,https://en.wikipedia.org/?curid=43616243,Category:1792 non-fiction books | Category:18th-century Indian books | Category:Books about India | Category:Indian literature stubs | Category:Indian non-fiction books,India,21.872205,79.179059,1792
Category:Indian books by century,Category:18th-century Indian books,38858775,Puthen Pana,https://en.wikipedia.org/?curid=38858775,Category:18th-century Indian books | Category:18th-century poems | Category:Biblical poetry | Category:Christian poetry | Category:Cultural depictions of Jesus | Category:Cultural depictions of the Nativity of Jesus | Category:Cultural depictions of the Passion of Jesus | Category:History of Thrissur | Category:Indian Christian hymns | Category:Indian poems | Category:Indian religious texts | Category:Poems in Malayalam | Category:Works based on the New Testament,Indian,21.872205,79.179059,1700
Category:Indian books by century,Category:18th-century Indian books,71439416,Sawanih-i-Deccan,https://en.wikipedia.org/?curid=71439416,Category:1782 in India | Category:18th-century Indian books | Category:18th-century Persian books | Category:Indian history stubs | Category:Indian manuscripts | Category:Islamic illuminated manuscripts | Category:Persian-language literature,India,21.872205,79.179059,1700
Category:Indian books by century,Category:18th-century Indian books,72673402,Strī-dharma-paddhati,https://en.wikipedia.org/?curid=72673402,Category:18th-century Indian books | Category:18th-century Sanskrit literature | Category:Dharmaśāstra | Category:Hinduism and women | Category:Patriarchy | Category:Thanjavur Maratha kingdom,Indian,21.872205,79.179059,1700
Category:Indian books by century,Category:18th-century Indian books,7528468,Tafsir al-Mazhari,https://en.wikipedia.org/?curid=7528468,Category:18th-century Arabic-language books | Category:18th-century Indian books | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Maturidi literature | Category:Nadwatul Musannifeen books | Category:Sufi tafsir | Category:Sunni literature | Category:Sunni tafsir,Indian,21.872205,79.179059,1700
Category:Indian books by century,Category:18th-century Indian books,13640619,Thembavani,https://en.wikipedia.org/?curid=13640619,"Category:18th-century Indian books | Category:Biblical poetry | Category:Christian poetry | Category:Cultural depictions of David | Category:Cultural depictions of Herod the Great | Category:Cultural depictions of Jesus | Category:Cultural depictions of John the Baptist | Category:Cultural depictions of Joshua | Category:Cultural depictions of Judas Iscariot | Category:Cultural depictions of Mary Magdalene | Category:Cultural depictions of Mary, mother of Jesus | Category:Cultural depictions of Moses | Category:Cultural depictions of Nebuchadnezzar II | Category:Cultural depictions of Paul the Apostle | Category:Cultural depictions of Pontius Pilate | Category:Cultural depictions of Saint Peter | Category:Cultural depictions of Salome | Category:Cultural depictions of the Devil | Category:Cultural depictions of the Nativity of Jesus | Category:Cultural depictions of the Passion of Jesus | Category:Depictions of Jesus in literature | Category:Depictions of the Biblical Magi in poetry | Category:Indian Christian hymns | Category:Indian religious texts | Category:Jerusalem in fiction | Category:Saint Joseph (husband of Mary) | Category:Songs about Jesus | Category:Tamil poetry | Category:Tamil-language literature | Category:Works based on the New Testament | Category:Works set in 1st-century Roman Empire | Category:Works set in Palestine",Indian,21.872205,79.179059,1700
Category:Indian books by century,Category:18th-century Indian books,39350086,Varthamanappusthakam,https://en.wikipedia.org/?curid=39350086,Category:1790 books | Category:18th-century Indian books | Category:Indian manuscripts | Category:Indian travel books | Category:Kerala stubs | Category:Malayalam-language books | Category:Malayalam-language literature | Category:Travelogues,Indian,21.872205,79.179059,1790
Category:Indian books by century,Category:19th-century Indian books,21797793,Aab-e hayat (Azad),https://en.wikipedia.org/?curid=21797793,Category:1880 books | Category:19th-century Indian books | Category:Indo-Aryan language stubs | Category:Literature book stubs | Category:Urdu-language books,Indian,21.872205,79.179059,1880
Category:Indian books by century,Category:19th-century Indian books,42810596,Akhlaq-e-Hindi,https://en.wikipedia.org/?curid=42810596,Category:1803 non-fiction books | Category:19th-century Indian books | Category:Ethics book stubs | Category:Ethics books | Category:History of books | Category:Islamic studies book stubs | Category:Religious ethics stubs | Category:Urdu | Category:Urdu-language books,Indian,21.872205,79.179059,1803
Category:Indian books by century,Category:19th-century Indian books,81215605,Al-Jizya,https://en.wikipedia.org/?curid=81215605,Category:1889 books | Category:19th-century Indian books | Category:Books by Shibli Nomani | Category:Deobandi historical works | Category:Indian non-fiction books | Category:Islamic economic jurisprudence | Category:Urdu-language books,Indian,21.872205,79.179059,1889
Category:Indian books by century,Category:19th-century Indian books,81212374,An Enquiry Into the Destruction of the Ancient Alexandrian Library,https://en.wikipedia.org/?curid=81212374,Category:19th-century Indian books | Category:Books by Shibli Nomani | Category:Deobandi historical works | Category:Indian history books | Category:Indian non-fiction books | Category:Urdu-language books,Indian,21.872205,79.179059,1800
Category:Indian books by century,Category:19th-century Indian books,62845114,Atmanimajjan,https://en.wikipedia.org/?curid=62845114,Category:1895 poetry books | Category:19th-century Indian books | Category:Gujarati-language poetry collections | Category:Indian poetry collections | Category:Works by Manilal Dwivedi,Indian,21.872205,79.179059,1895
Category:Indian books by century,Category:19th-century Indian books,1234928,Barahin-e-Ahmadiyya,https://en.wikipedia.org/?curid=1234928,Category:1880 non-fiction books | Category:1882 non-fiction books | Category:1884 non-fiction books | Category:1905 non-fiction books | Category:19th-century Indian books | Category:20th-century Indian books | Category:Indian religious texts | Category:Islamic theology books | Category:Works by Mirza Ghulam Ahmad,Indian,21.872205,79.179059,1880
Category:Indian books by century,Category:19th-century Indian books,39490056,Blessings of Prayer,https://en.wikipedia.org/?curid=39490056,Category:19th-century Indian books | Category:Indian religious texts | Category:Urdu-language books | Category:Works by Mirza Ghulam Ahmad,Indian,21.872205,79.179059,1800
Category:Indian books by century,Category:19th-century Indian books,63358366,Chitnis Bakhar,https://en.wikipedia.org/?curid=63358366,Category:1811 non-fiction books | Category:19th-century Indian books | Category:Bakhars | Category:Biographies of Shivaji | Category:Marathi-language literature | Category:Royalty book stubs,Indian,21.872205,79.179059,1811
Category:Indian books by century,Category:19th-century Indian books,39566183,The Criterion for Religions,https://en.wikipedia.org/?curid=39566183,Category:1895 non-fiction books | Category:19th-century Indian books | Category:Indian religious texts | Category:Urdu-language books | Category:Works by Mirza Ghulam Ahmad,Indian,21.872205,79.179059,1895
Category:Indian books by century,Category:19th-century Indian books,41804942,Delhi Book,https://en.wikipedia.org/?curid=41804942,Category:1844 books | Category:19th-century Indian books | Category:British Library collections | Category:Delhi | Category:Mughal art,Indian,21.872205,79.179059,1844
Category:Indian books by century,Category:19th-century Indian books,73064491,Fatawa-e-Rashidiya,https://en.wikipedia.org/?curid=73064491,Category:19th-century Indian books | Category:Books about Islamic jurisprudence | Category:Books by Rashid Ahmad Gangohi | Category:Deobandi fiqh literature | Category:Fatwas | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Legal codes | Category:Legal history of India | Category:Sharia | Category:Sunni literature | Category:Urdu-language books,India,21.872205,79.179059,1800
Category:Indian books by century,Category:19th-century Indian books,28055765,Gazetteer of the Bombay Presidency,https://en.wikipedia.org/?curid=28055765,Category:1884 non-fiction books | Category:1896 non-fiction books | Category:19th-century Indian books | Category:Bombay Presidency | Category:Gazetteers of India | Category:Indian inscriptions,India,21.872205,79.179059,1884
Category:Indian books by century,Category:19th-century Indian books,75945351,Gulamgiri,https://en.wikipedia.org/?curid=75945351,Category:1873 non-fiction books | Category:19th-century Indian books | Category:Books about the caste system in India | Category:Jyotirao Phule,India,21.872205,79.179059,1873
Category:Indian books by century,Category:19th-century Indian books,39951823,The Heavenly Decree,https://en.wikipedia.org/?curid=39951823,Category:1891 books | Category:19th-century Indian books | Category:Indian religious texts | Category:Works by Mirza Ghulam Ahmad,Indian,21.872205,79.179059,1891
Category:Indian books by century,Category:19th-century Indian books,73360988,Imdad al-Fatawa,https://en.wikipedia.org/?curid=73360988,Category:19th-century Indian books | Category:Books about Islamic jurisprudence | Category:Books by Ashraf Ali Thanwi | Category:Deobandi fiqh literature | Category:Fatwas | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic literature | Category:Legal codes | Category:Legal history of India | Category:Sharia | Category:Sunni literature | Category:Urdu-language books,India,21.872205,79.179059,1800
Category:Indian books by century,Category:19th-century Indian books,4918129,The Imperial Gazetteer of India,https://en.wikipedia.org/?curid=4918129,Category:1881 books | Category:19th-century Indian books | Category:Books about British India | Category:Gazetteers of India | Category:Historiography of India | Category:Historiography of Pakistan | Category:Reference works in the public domain,India,21.872205,79.179059,1881
Category:Indian books by century,Category:19th-century Indian books,15441217,Izhar ul-Haqq,https://en.wikipedia.org/?curid=15441217,Category:1864 non-fiction books | Category:19th-century Arabic-language books | Category:19th-century Indian books | Category:Books about Islam | Category:Books critical of Christianity | Category:Christianity and Islam | Category:Deobandi theological works | Category:Indian non-fiction books | Category:Indian religious texts | Category:Islamic theology books | Category:Kalam | Category:Maturidi literature | Category:Sunni literature,Indian,21.872205,79.179059,1864
Category:Indian books by century,Category:19th-century Indian books,35573487,Jnana Yoga (book),https://en.wikipedia.org/?curid=35573487,Category:1899 non-fiction books | Category:19th-century Indian books | Category:Books about modern yoga | Category:Books of lectures | Category:Indian non-fiction books | Category:Indian philosophy | Category:Philosophy books | Category:Works by Swami Vivekananda,Indian,21.872205,79.179059,1899
Category:Indian books by century,Category:19th-century Indian books,37265588,Kali the Mother (book),https://en.wikipedia.org/?curid=37265588,Category:1900 non-fiction books | Category:19th-century Indian books | Category:20th-century Indian books | Category:Books by Sister Nivedita | Category:English-language non-fiction books,Indian,21.872205,79.179059,1900
Category:Indian books by century,Category:19th-century Indian books,56652365,Kusumamala,https://en.wikipedia.org/?curid=56652365,Category:1887 books | Category:1887 poems | Category:19th-century Indian books | Category:Gujarati-language poetry collections | Category:Indian poetry collections,Indian,21.872205,79.179059,1887
Category:Indian books by century,Category:19th-century Indian books,40549383,L'Inde française,https://en.wikipedia.org/?curid=40549383,Category:19th-century Indian books | Category:Fine illustrated books,Indian,21.872205,79.179059,1800
Category:Indian books by century,Category:19th-century Indian books,8308136,Lazzat Un Nisa,https://en.wikipedia.org/?curid=8308136,Category:1850 books | Category:19th-century Indian books | Category:Indian literature | Category:Indian manuscripts | Category:Sex manuals | Category:Sexuality in India,India,21.872205,79.179059,1850
Category:Indian books by century,Category:19th-century Indian books,37972359,Lectures from Colombo to Almora,https://en.wikipedia.org/?curid=37972359,Category:1897 non-fiction books | Category:19th-century Indian books | Category:Books about modern yoga | Category:Books of lectures | Category:Indian non-fiction books | Category:Works by Swami Vivekananda,Indian,21.872205,79.179059,1897
Category:Indian books by century,Category:19th-century Indian books,27696236,Madanakamaraja Katha,https://en.wikipedia.org/?curid=27696236,Category:1848 short story collections | Category:19th-century Indian books | Category:Indian fairy tales | Category:Indian folklore | Category:Indian legends | Category:Indian literature | Category:Short story collection stubs | Category:Tamil stubs | Category:Tamil-language literature,Indian,21.872205,79.179059,1800
Category:Indian books by century,Category:19th-century Indian books,39501527,Maktoobat e Ahmad,https://en.wikipedia.org/?curid=39501527,Category:19th-century Indian books | Category:20th-century Indian books | Category:Ahmadiyya stubs | Category:Indian non-fiction literature | Category:Indian religious texts | Category:Urdu-language books | Category:Works by Mirza Ghulam Ahmad,Indian,21.872205,79.179059,1800
Category:Indian books by century,Category:19th-century Indian books,51243523,Mari Hakikat,https://en.wikipedia.org/?curid=51243523,Category:1866 books | Category:1933 non-fiction books | Category:19th-century Indian books | Category:Books adapted into plays | Category:Books published posthumously | Category:Gujarati-language books | Category:Indian autobiographies | Category:Literary autobiographies,Indian,21.872205,79.179059,1866
